,id_news,country,media_outlet,url,title,text,date,Ancud,Calbuco,Castro,Chaitén,Chonchi,Cochamó,Curaco de Vélez,Dalcahue,Fresia,Frutillar,Futaleufú,Hualaihué,Llanquihue,Los Muermos,Maullín,Osorno,Palena,Puerto Montt,Puerto Octay,Puerto Varas,Puqueldón,Purranque,Puyehue,Queilén,Quellón,Quemchi,Quinchao,Río Negro,San Juan de la Costa,San Pablo
0,21855800.0,chile,radiosago,https://www.radiosago.cl/se-aprueban-recursos-para-construccion-de-nuevas-veredas-en-cancura/,Se aprueban recursos para construcción de nuevas veredas en Cancura,"Los charcos de barro y socavones en invierno y las grandes cantidades de polvo en verano, son algunos de los problemas que afectan el desplazamiento de los vecinos de la localidad de Cancura en la comuna de Osorno, debido a la falta de veredas en las principales vías de tránsito del sector. Se trata de un problema que arrastra hace años, pero para el que recientemente se adjudicaron recursos que permitirán dar lugar a una solución definitiva. Lo anterior, luego de que la Subsecretaría de Desarrollo Regional y Administrativo (Subdere), a través de su Programa de Mejoramiento Urbano (PMU), decidiera destinar $ 38 millones para estos fines. De acuerdo al proyecto presentado por el municipio, se requiere la construcción de veredas en las principales vías de tránsito del sector, las cuales deben considerar bajadas de vehículos y accesos universales en aquellos lugares que presentan una mayor afluencia de personas, sobre todo en época estival. De este modo, los 1.000 vecinos y vecinas que dan vida a la localidad de Cancura verán mejoras sustanciales en las rutas por donde se desplazan. Esta importante noticia fue dada a conocer a la comunidad por el jefe de la unidad regional de Subdere en Los Lagos, Pablo Hernández, y por el gobernador de la Provincia de Osorno, Daniel Lilayú. Ambas autoridades entregaron a los miembros de la junta de vecinos de este sector, la resolución oficial que aprueba el traspaso de recursos.Inicialmente, una vez que las obras sean adjudicadas a una empresa constructora, se contempla un plazo de 120 días para su ejecución. Respecto de esta importante noticia, el representante de Subdere en Los Lagos, afirmó que “poder destinar fondos a proyectos como este es muy importante para nuestra Subsecretaría, pues estamos enfocados mejorar la calidad de vida de los habitantes de todo el país, sin importar lo grande o pequeñas que puedan ser sus necesidades, como en este caso, con la construcción de veredas”.",2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,21855878.0,chile,radiosago,https://www.radiosago.cl/concejo-municipal-aprobo-20-millones-de-pesos-para-desarrollo-de-programa-turismo-familiar-2020/,Concejo municipal aprobó $20 millones de pesos para desarrollo de programa Turismo Familiar 2020,"Por unanimidad el Concejo Municipal de Osorno resolvió aprobar 20 millones de pesos para desarrollar el programa municipal “Turismo Familiar 2020”, dineros que serán remitidos a la Unión Comunal de Juntas de Vecinos, quienes tendrán la misión de recibir las solicitudes de todas las organizaciones que deseen postular a esta iniciativa vacacional durante la temporada estival. La iniciativa municipal busca brindar espacios de recreación y esparcimiento para las familias de la comuna que, por diversos motivos, no pueden salir de Osorno en esta época. La idea es que tanto niños, adultos y adultos mayores puedan disfrutar tanto en zonas campestres como en balnearios de la zona. La presidenta de la Unión Comunal de Juntas de Vecinos de Osorno, Eliana Catrilef, agradeció la voluntad de la casa edilicia local “al brindar un aporte que permite que las familias puedan optar a planes de veraneo que, de forma particular, les sería difícil o imposible acceder, permitiendo con esto que tanto los vecinos como las familias, disfruten de un ambiente de comunión y sana convivencia”. Los fondos serán distribuidos a las distintas agrupaciones vecinales que postulen con sus planes de turismo a ejecutar en las próximas semanas, cabe mencionar que el año 2019 se benefició a un total de 12 mil personas con estos viajes, cantidad que pretende incrementarse este año.",2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,21855983.0,chile,radiosago,https://www.radiosago.cl/el-intendente-de-los-lagos-aseguro-que-en-los-proximos-tres-anos-se-entregaran-tres-mil-soluciones-habitacionales/,El Intendente de Los Lagos aseguró que en los próximos tres años se entregarán tres mil soluciones habitacionales,"Es conocido el déficit habitacional que existe en la ciudad de Osorno, y se ha evidenciado en demasía durante el último año con una serie de manifestaciones en torno a esta situación, sin ir más lejos las tomas de campamentos en diferentes zonas de la comuna han demostrado que esto ocurre. El jefe regional Harry Jurgensen, manifestó que se está analizando la creación de un plan especial para entregar tres mil soluciones habitacionales para los próximos tres años en Osorno. En este sentido se espera la visita del Ministro de Vivienda y Urbanismo el 2020 para reafirmar este anuncio. Por su parte, el diputado por Osorno, Fidel Espinoza, indicó que debe haber una suerte de cautela en estos anuncios, ya que se han hecho en el pasado y no se han cumplido a cabalidad. Asimismo dijo que estará de cerca fiscalizando este compromiso, ya que presidirá la comisión de vivienda en la Cámara de Diputados a partir de marzo de 2020. Por parte del Gobierno, el intendente de la región de Los Lagos aseguró que esta cifra comprometida va a garantizar tres mil viviendas en tres años, trabajando con los terrenos correspondientes, con el fin de no repetir los ya conocidos subsidios de papel entregados en el primer periodo presidencial de Sebastian Piñera. ",2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,21856214.0,chile,radiosago,https://www.radiosago.cl/familiares-comunidad-y-amigos-en-osorno-despiden-alejandro-kauak-ex-alcalde-en-la-ciudad/,"Familiares, comunidad y amigos en Osorno despiden Alejandro Kauak, ex alcalde en la ciudad","Luego de conocido el fallecimiento de Alejandro Kauak Garabet a la edad de 81 años, tras permanecer internado en un recinto de salud en Santiago aquejado por una infección pulmonar que derivó en una insuficiencia cardíaca que le quietó la vida la tarde de este jueves 2 de enero, son muchas las voces que reconocen su labor social en la ciudad de Osorno. El arquitecto de profesión nació el 27 de agosto 1939 a lo largo de su vida, estuvo ligado a proyectos habitacionales en Osorno, apoyo al deporte local, política y negocios familiares. Entre 1973 y 1979 fue alcalde en Osorno, periodo en que además comenzó la construcción del edificio Kauak, una construcción eregida a nombre de su padre, así lo explica Emilio Aleuanlli, Cónsul de Siria en Chile y quién además era su primo hermano.  En lo deportivo, Alejandro Kauak fue por tres periodos presidente de Deportes Osorno y será recordado por su apoyo incondicional al equipo, siendo parte del grupo de dirigentes que mantuvieron al fútbol local en primera división desde el año 1993 a 1998. La presidenta del Consejo Regional y osornina, María Angélica Barra tuvo palabras de gratitud hacia Alejandro Kauak y destacó que “se fue una persona que marcó la historia de la comuna de Osorno y que quedará en el recuerdo de muchos”. Luego de ser trasladado su cuerpo desde Santiago a Osorno, el velatorio de Alejandro Kauak Garabet se lleva a cabo en la parroquia Sagrado Corazón en calle Amador Barrientos 2420, un deseo que manifestó a su familia y que tiene relación con el estrecho vínculo con esa parroquia, ya que junto a un amigo fueron los que diseñaron los planos de la parroquia, explicó Emilio Aleuanlli. Su funeral comenzará con una misa en el mismo lugar de velatorio a las 11 de la mañana de este domingo 5 de enero, para luego, salir en cortejo en dirección al cementerio Parque Valle del Cedrón.",2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,21856543.0,chile,radiosago,https://www.radiosago.cl/comites-de-vivienda-irrumpieron-en-la-municipalidad-exigiendo-respuestas-ante-demora-de-procesos-habitacionales/,Comités de vivienda irrumpieron en la Municipalidad exigiendo respuestas ante demora de procesos habitacionales,"En medio del Consejo Municipal desarrollado en la casa edilicia local, un grupo aproximadamente de 200 personas irrumpió en el recinto de forma pacífica. Fueron 12 comités de vivienda de la ciudad, los cuales solo buscaban respuestas ante la demora del barrio integrado en el predio baquedano. Lucinda Jaramillo, presidenta de la junta de vecinos Unión y Futuro y coordinara de cinco comités de vivienda sostuvo que el objetivo fue visibilizar la preocupación de las personas que están esperando la soñada casa propia.  Emeterio Carrillo, concejal de Osorno y presidente del Consejo Municipal, indicó que se necesita poner un alto al “pinponeo” entre el municipio y el Serviu, con el fin de poder avanzar en favor de la ciudadanía.  Karla Benavides, Administradora del municipio de Osorno, expuso que solo falta voluntad por parte del Serviu para generar más viviendas en la comuna y disminuir el déficit habitacional. Explicó que la actualización del plano regulador no sería problema para la construcción de casas.  Se espera llevar a cabo una reunión aclaratoria que integraría el municipio de Osorno, los comités de vivienda y el director regional del Serviu.",2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,21856547.0,chile,radiosago,https://www.radiosago.cl/escuela-de-verano-una-alternativa-para-los-ninos-en-osorno/,"Escuela de verano, una alternativa para los niños en Osorno","La Escuela Sociedad Socorro de Señoras de Osorno, ubicada en sector Quinto Centenario, con el apoyo del DAEM Osorno y JUNAEB, realizará durante todo el mes de enero de 2020 su ya tradicional Escuela Abierta de Verano destinada a realizar actividades con los alumnos(as) que así lo soliciten. Existe un cupo para 90 menores para la Escuela de Verano que se realizará desde el 02 al 31 de enero y de LUNES – MARTES Y JUEVES   de 9 a 13 horas, MIÉRCOLES Y VIERNES de 13.00 a 17.00 hrs. y que incluye para los participantes el desayuno y almuerzo correspondiente. Además, se realizará una serie de actividades como talleres de fútbol, básquetbol, tenis de mesa, y otros, así como otra serie de otras actividades deportivas y recreativas como salidas a distintos lugares de Osorno. Las actividades se efectuarán tanto dentro como fuera del colegio, con visitas a distintos lugares que sirvan de estímulo a los menores participantes de la actividad, las cuales estarán supervisadas por cuatro monitores. Las inscripciones para la Escuela Abierta de Verano se pueden realizar en secretaría de La Escuela Sociedad Socorro de Señoras de Osorno, ubicada en sector Quinto Centenario, solicitando la ficha correspondiente.   ",2020-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,21855808.0,chile,radiosago,https://www.radiosago.cl/psu-en-osorno-se-desarrollo-en-total-normalidad-a-pesar-del-llamado-de-manifestaciones/,PSU en Osorno se desarrolló en total normalidad a pesar del llamado de manifestaciones,"La mañana de este lunes comenzaron  a llegar los jóvenes de la provincia de Osorno a las diferentes sedes que fueron cedidas para rendir la Prueba de Selección Universitaria (PSU). A pesar de que se estaba llamando a manifestarse y “funar” la PSU, esto no ocurrió y todo se llevó en total normalidad, siempre resguardado eso sí con efectivos de Carabineros. Los jóvenes presentes señalaron que este examen debiera eliminarse, argumentando que esta prueba no mide los conocimientos verdaderos y que además segrega la educación. Si bien están en desacuerdo con la PSU, muchos indicaron que interrumpir o no dejar realizar el examen no es la manera de manifestarse, considerado que muchas personas se esforzaron para rendir de manera óptima la prueba. Este martes 7 de enero los más de 3500 jóvenes de la provincia de Osorno continuarán con el desarrollo de la Prueba de Selección Universitaria con la rendición del examen de Matemáticas e Historia.",2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,21855817.0,chile,radiosago,https://www.radiosago.cl/psu-2020-mas-de-3500-jovenes-daran-la-prueba-este-ano-en-osorno/,PSU 2020: Más de 3500 jóvenes darán la prueba este año en Osorno,"Todo listo para la realización de la Prueba de Selección Universitaria (PSU) en la provincia de Osorno que se llevará a cabo este lunes 6 y martes 7 de enero y que llevarán a cabo 3800 estudiantes. El gobernador de la provincia de Osorno, Daniel Lilayú, tras el recorrido por las sedes de rendición, sostuvo que se mantienen las medidas de seguridad necesaria ante posibles protestas, sin embargo dijo que los jóvenes se veían dispuestos a rendir la prueba sin inconveniente tras el reconocimiento de salas. Por su parte, el Coordinador del Departamento de Evaluación, Medición y Registro Educacional (Demre) de Osorno, Víctor Neira, indicó que en Osorno son siete sedes, sumándose algunas tras la toma del Eleuterio Ramírez. Al igual que el Gobernador espera que todo se desarrolle con normalidad.  Recordemos que federaciones de estudiantes en la región Metropolitana hicieron un llamado a manifestarse durante la realización de la PSU 2020.",2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,21855819.0,chile,radiosago,https://www.radiosago.cl/joven-intento-sustraer-facsimil-de-la-psu-en-medio-de-la-prueba-en-osorno/,Joven intentó sustraer facsímil de la PSU en medio de la prueba en Osorno,"Este martes cuando se daba la prueba de Matemáticas en las dependencias del Instituto Politécnico de Osorno, una de las sedes para rendir el examen de la PSU ubicada en calle Santa María, una joven salió de la sala intentando sustraer el facsímil, mientras un grupo menor de personas estaba a las afueras del recinto en una suerte de manifestación. Así lo confirmó el encargado del Demre en Osorno, Víctor Neira, quien indicó que la joven fue puesta a disposición de Carabineros siendo trasladada a la Primera Comisaría de la ciudad. Estudiantes que rindieron la prueba y apoderados pudieron presenciar de alguna manera la situación, sin embargo señalaron que el test se pudo seguir desarrollando sin mayores inconvenientes. Un hecho puntual que ocurrió en el Instituto Politécnico de Osorno, mientras que en el resto de recintos de la provincia no se evidenció ningún tipo de disturbio.",2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,21855822.0,chile,radiosago,https://www.radiosago.cl/mesa-social-de-osorno-hizo-un-llamado-a-votar-en-la-consulta-ciudadana-a-realizarse-este-domingo/,Mesa Social de Osorno hizo un llamado a votar en la Consulta Ciudadana a realizarse este domingo,"Recordar que este domingo 12 de enero se llevará a cabo la Consulta Ciudadana impulsada por el Municipio de Osorno y que buscará obtener la postura de la población en torno a importantes temas de carácter nacional y local. En este sentido, desde la Mesa Social de Osorno hicieron un llamado a la comunidad a participar de dicha consulta, principalmente llama a poner especial énfasis a las las preguntas que tienen relación con el agua. Marcos Garrido, vocero de la Mesa Social, explicó que la población debe dar a conocer su opinión al respecto, con hincapié en la negligencia que provocó la sanitaria Essal en Osorno.  La presidenta de la Unión Comunal de Juntas de Vecinos de Osorno, Eliana Catriléf, indicó que la población tiene el deber de ir a votar, luego de pedir como derecho que se realice una Consulta Ciudadana.  La Consulta ciudadana se realizará este domingo de las 9 a las 17 horas.",2020-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
